id,name,address,postcode,lat,long,accuracy,inspection,score,classification,telephone,type
,Sutton Park Golf Club (Kitchen),Saltshouse Road,HU8 9HF,53.7768613,-0.2847301,GEOMETRIC_CENTER,16-Feb-09,85,B Good,,
,Sutton Park Primary School,Marsdale,HU7 4AH,53.78376,-0.337092,GEOMETRIC_CENTER,19-Jan-09,90,A Excellent,,
,Sutton Place,347 Saltshouse Road,HU8 9HR,53.7796091,-0.2973121,RANGE_INTERPOLATED,02-Mar-10,85,B Good,,
,Sutton Tots,88 Church Street,HU7 4TD,53.7800416,-0.3023935,RANGE_INTERPOLATED,22-Sep-09,75,B Good,,
,Sutton Trust Community Hall,Swanfield Road,HU9 4PX,53.761639,-0.268621,GEOMETRIC_CENTER,09-Feb-10,90,A Excellent,,
,Sutton Village Care Home,30 Church Street,HU7 4TA,53.781489,-0.3064801,RANGE_INTERPOLATED,21-Nov-09,80,B Good,,
,Swan Palace,149 Spring Bank,HU3 1BN,53.7514752,-0.3626487,RANGE_INTERPOLATED,17-Dec-09,55,D Poor,,
,Swiss Cottage,Ganstead Lane,HU11 4AU,53.7852255,-0.2590908,GEOMETRIC_CENTER,09-Dec-09,80,B Good,,
,Sycamore House Residential Hm,Wawne Road,HU7 4JH,53.7900924,-0.3192326,GEOMETRIC_CENTER,21-Nov-09,90,A Excellent,,
,T Dillon,1143 Hessle Road,HU4 6SB,53.7284746,-0.4044986,RANGE_INTERPOLATED,07-Dec-09,75,B Good,,
,T L Norman,72 Princes Avenue,HU5 3QJ,53.7549676,-0.3593615,RANGE_INTERPOLATED,18-Jan-10,85,B Good,,
,Tabarak Food Store,198 Spring Bank,HU3 1NP,53.7514752,-0.3626487,RANGE_INTERPOLATED,23-Nov-09,70,C Acceptable,,
,Taman Ria Tropicana,45-47 Princes Avenue,HU5 3RX,53.7522757,-0.3608358,RANGE_INTERPOLATED,24-Feb-09,75,B Good,,
,Tandoor Mahal,587-589 Anlaby Road,HU3 6ST,53.7436985,-0.3824697,RANGE_INTERPOLATED,10-Dec-09,80,B Good,,
,Taste of China,112 Lee Street,HU8 8NN,53.7625607,-0.3078602,RANGE_INTERPOLATED,26-Jan-10,25,E Very Poor,,
,Taste of China,221 Beverley Road,HU5 2UT,53.7602886,-0.3494949,RANGE_INTERPOLATED,23-Feb-10,50,D Poor,,
,Taste Sensation,Unit 3 Haller Street,HU9 1RZ,53.7504373,-0.2995961,GEOMETRIC_CENTER,01-Jul-09,50,D Poor,,
,Tastebuds,24 Grandale,HU7 4BL,53.7845765,-0.3443956,RANGE_INTERPOLATED,14-Oct-09,75,B Good,,
,Tasty Chinese Takeaway,366 Anlaby Road,HU3 6NS,53.7437901,-0.3755617,RANGE_INTERPOLATED,02-Mar-09,70,C Acceptable,,
,Technochellis,Dane Park Road,HU6 9DY,53.788421,-0.391511,GEOMETRIC_CENTER,11-Sep-08,85,B Good,,
,Teddys,81-83 Paragon Street,HU1 3QW,53.7440283,-0.3434729,RANGE_INTERPOLATED,19-Aug-08,70,C Acceptable,,
,Teddys,106 Newland Avenue,HU5 3AA,53.7629071,-0.3587296,RANGE_INTERPOLATED,07-Apr-09,60,C Acceptable,,
,Teddy's,83 Ferensway,HU2 8LR,53.7456541,-0.3453726,RANGE_INTERPOLATED,13-Aug-08,90,A Excellent,,
,Teddys Amusement Arcade,307 Hessle Road,HU3 4BJ,53.7347552,-0.3660584,RANGE_INTERPOLATED,14-Jul-09,75,B Good,,
,Teddys Amusement Arcade,312 Marfleet Lane,HU9 5AQ,53.7677728,-0.2757174,RANGE_INTERPOLATED,19-Oct-09,90,A Excellent,,
,Teddys Amusements,441 Hessle Road,HU3 4EH,53.7340865,-0.3723656,RANGE_INTERPOLATED,04-Dec-06,75,B Good,,
,Teddys Amusements,326A Holderness Road,HU9 3DA,53.7638407,-0.294858,RANGE_INTERPOLATED,13-Nov-08,85,B Good,,
,Teddy's Amusements,302-304 Hessle Road,HU3 3DU,53.734881,-0.3656127,RANGE_INTERPOLATED,03-Nov-09,85,B Good,,
,Teeny Tots @ Tilbury,Tilbury Road,HU4 7EN,53.728439,-0.4166,GEOMETRIC_CENTER,08-Oct-09,80,B Good,,
,Teeny Tots Day Nursery,163 County Road South,HU5 5LZ,53.755465,-0.3985189,RANGE_INTERPOLATED,21-Dec-09,85,B Good,,
,Tesco Bakery,St Stephens Shopping Centre,HU2 8LN,53.7520129,-0.3453551,APPROXIMATE,10-Dec-07,80,B Good,,
,Tesco Bakery,Hall Road,HU6 7XP,53.788151,-0.37414,GEOMETRIC_CENTER,25-Feb-08,85,B Good,,
,Tesco Butchery Counter,St Stephens Shopping Centre,HU2 8LN,53.7520129,-0.3453551,APPROXIMATE,10-Dec-07,80,B Good,,
,Tesco Cafe,St Stephens Shopping Centre,HU2 8LN,53.7520129,-0.3453551,APPROXIMATE,30-Jun-09,70,C Acceptable,,
,Tesco Cafe,Hall Road,HU6 7XP,53.788151,-0.37414,GEOMETRIC_CENTER,04-Sep-09,80,B Good,,
,Tesco Deli Counter,St Stephens Shopping Centre,HU2 8LN,53.7520129,-0.3453551,APPROXIMATE,10-Dec-07,80,B Good,,
,Tesco Deli Counter,Hall Road,HU6 7XP,53.788151,-0.37414,GEOMETRIC_CENTER,25-Feb-08,80,B Good,,
,Tesco Express,832-836 Holderness Road,HU9 3LP,53.7645707,-0.292601,RANGE_INTERPOLATED,22-Jan-07,80,B Good,,
,Tesco Express,255 Beverley Road,HU5 2ST,53.7593355,-0.3492415,RANGE_INTERPOLATED,14-Apr-08,80,B Good,,
,Tesco Express,245 Newland Avenue,HU5 2EJ,53.7671162,-0.3584609,RANGE_INTERPOLATED,15-Dec-08,85,B Good,,
,Tesco Express,500-504 Anlaby Road,HU3 6TA,53.7437161,-0.3828846,RANGE_INTERPOLATED,11-Feb-09,85,B Good,,
,Tesco Express,Spring Bank,HU3 1LR,53.7485434,-0.3471826,GEOMETRIC_CENTER,11-Feb-09,80,B Good,,
,Tesco Fish Counter,St Stephens Shopping Centre,HU2 8LN,53.7520129,-0.3453551,APPROXIMATE,10-Dec-07,85,B Good,,
,Tesco Fish Counter,Hall Road,HU6 7XP,53.788151,-0.37414,GEOMETRIC_CENTER,25-Feb-08,85,B Good,,
,Tesco Petrol Station,Hall Road,HU6 7XP,53.788151,-0.37414,GEOMETRIC_CENTER,11-Mar-09,90,A Excellent,,
,Tesco Petrol Station,St Stephen's Shopping Centre,HU2 8LN,53.7520129,-0.3453551,APPROXIMATE,30-Jun-09,70,C Acceptable,,
,Tesco Rotiserrie Counter,St Stephens Shopping Centre,HU2 8LN,53.7520129,-0.3453551,APPROXIMATE,02-Dec-08,70,C Acceptable,,
,Tesco Staff Canteen,St Stephens Shopping Centre,HU2 8LN,53.7520129,-0.3453551,APPROXIMATE,10-Dec-07,70,C Acceptable,,
,Tesco Staff Canteen,Hall Road,HU6 7XP,53.788151,-0.37414,GEOMETRIC_CENTER,21-Jan-09,80,B Good,,
,Tesco Stores Ltd,St Stephens Shopping Centre,HU2 8LN,53.7520129,-0.3453551,APPROXIMATE,10-Dec-07,80,B Good,,
,Tesco Stores Ltd,Hall Road,HU6 7XP,53.788151,-0.37414,GEOMETRIC_CENTER,21-Jan-09,80,B Good,,
,Tetyana,141-143 Beverley Road,HU3 1TS,53.7604267,-0.3495599,RANGE_INTERPOLATED,05-Jan-10,40,D Poor,,
,Thai House Restaurant,51 Princes Avenue,HU5 3QY,53.7531466,-0.360433,RANGE_INTERPOLATED,23-Sep-09,60,C Acceptable,,
,Thanet Primary School,Tedworth Road,HU9 4AY,53.77366,-0.264454,GEOMETRIC_CENTER,12-Feb-09,90,A Excellent,,
,The Acorns Cafe,Nestor Grove,HU9 4DB,53.772998,-0.264633,GEOMETRIC_CENTER,18-Nov-09,80,B Good,,
,The Anry Hotel,68 Louis Street,HU3 1LZ,53.7526537,-0.3590528,GEOMETRIC_CENTER,02-Sep-08,70,C Acceptable,,
,The Ark (East Hull),144-146 St. Johns Grove,HU9 5SS,53.7548858,-0.2804824,RANGE_INTERPOLATED,31-Jan-08,80,B Good,,
,The Avenue,100 Chanterlands Avenue,HU5 3TS,53.7552701,-0.3738291,RANGE_INTERPOLATED,11-Sep-09,50,D Poor,,
,The Avenues Adult Ed Centre,Park Avenue,HU5 4DA,53.7579535,-0.3658493,GEOMETRIC_CENTER,06-Sep-02,85,B Good,,
,The Bank,398 Holderness Road,HU9 3DW,53.7581596,-0.3067083,RANGE_INTERPOLATED,26-Jan-10,80,B Good,,
,The Barham Hotel,663 Marfleet Lane,HU9 4TN,53.7676088,-0.2747751,RANGE_INTERPOLATED,16-Nov-05,70,C Acceptable,,
,The Barrowman,150 Hotham Road North,HU5 4RJ,53.7665868,-0.3908871,RANGE_INTERPOLATED,07-May-08,45,D Poor,,
,The Beeches,86a Church Street,HU7 4TD,53.7800416,-0.3023935,RANGE_INTERPOLATED,19-Oct-09,60,C Acceptable,,
,The Black and Amber Cafe,133 Spring Bank,HU3 1BL,53.7514752,-0.3626487,RANGE_INTERPOLATED,07-Jan-09,70,C Acceptable,,
,The Boars Nest,22 Princes Avenue,HU5 3QA,53.7517539,-0.3610571,RANGE_INTERPOLATED,23-Jul-09,80,B Good,,
,The Bosun,833-839 Hessle Road,HU4 6QF,53.7271072,-0.4103663,RANGE_INTERPOLATED,13-May-08,70,C Acceptable,,
,The Cake Shop,431a Hessle Road,HU3 4EH,53.7341472,-0.3717952,RANGE_INTERPOLATED,15-Apr-08,65,C Acceptable,,
,The Charterhouse,27 Sykes Street,HU2 8AZ,53.7486676,-0.3365171,RANGE_INTERPOLATED,19-Mar-09,85,B Good,,
,The Childrens Centre,Walker Street,HU3 2HB,53.7386396,-0.3539607,GEOMETRIC_CENTER,11-May-09,75,B Good,,
,The Coffee Cup,9-11 Hepworth Arcade,HU1 1JU,53.7398408,-0.3340044,APPROXIMATE,28-Feb-09,80,B Good,,
,The Cottage Residential Home,2050-2052 Hessle Road,HU13 9NW,53.7256587,-0.4170668,RANGE_INTERPOLATED,26-Sep-09,85,B Good,,
,The Crown Inn,Holderness Road,HU9 3DS,53.7716433,-0.2728277,GEOMETRIC_CENTER,03-Sep-09,90,A Excellent,,
,The Deep Visitor Attraction,Tower Street,HU9 1TU,53.7426568,-0.3283463,GEOMETRIC_CENTER,03-Jul-08,75,B Good,,
,The Deli (Hull) Ltd,364A Anlaby Road,HU3 6NS,53.7437899,-0.3755677,RANGE_INTERPOLATED,16-Sep-09,75,B Good,,
,The Divide,18 Hedon Road,HU9 1HA,53.7450874,-0.3230373,RANGE_INTERPOLATED,20-Oct-09,85,B Good,,
,The Dolphin,15 Greenwich Avenue,HU9 4UX,53.7715716,-0.2656076,RANGE_INTERPOLATED,03-Mar-09,80,B Good,,
,The Dover Sole,807-809 Hessle Road,HU4 6QE,53.7317277,-0.3902532,RANGE_INTERPOLATED,13-Dec-07,80,B Good,,
,The Duke Of Wellington,104 Peel Street,HU3 1QR,53.753028,-0.3537136,RANGE_INTERPOLATED,21-Feb-09,80,B Good,,
,The Eagle,283-285 Anlaby Road,HU3 2SE,53.7437636,-0.3768291,RANGE_INTERPOLATED,11-Mar-04,75,B Good,,
,The Elms Residential Home,Lowgate,HU7 4US,53.7783987,-0.3034135,GEOMETRIC_CENTER,14-Nov-09,85,B Good,,
,The Endsleigh Centre,481 Beverley Road,HU6 7LJ,53.7717321,-0.3548832,RANGE_INTERPOLATED,04-Jan-10,75,B Good,,
,The Enterprise Cafe,151 Newland Avenue,HU5 2ER,53.7651751,-0.3586355,RANGE_INTERPOLATED,28-May-08,70,C Acceptable,,
,The Falcon,60 Falkland Road,HU9 5HA,53.7539026,-0.2560053,RANGE_INTERPOLATED,12-Dec-07,75,B Good,,
,The Free Trader,Marfleet Lane,HU9 5RJ,53.7551535,-0.273916,GEOMETRIC_CENTER,10-Nov-08,85,B Good,,
,The Frying Pan,292B Marfleet Lane,HU9 5RJ,53.7677794,-0.2757604,RANGE_INTERPOLATED,28-Oct-08,80,B Good,,
,The George,251 Walton Street,HU3 6JR,53.7506276,-0.3759408,RANGE_INTERPOLATED,06-May-09,80,B Good,,
,The George Hotel/Vitro Bar,Land Of Green Ginger,HU1 2EA,53.7431757,-0.3342729,GEOMETRIC_CENTER,27-Feb-09,85,B Good,,
,The Goodwin Club,Walker Street,HU3 2HD,53.7386396,-0.3539607,GEOMETRIC_CENTER,21-Oct-08,80,B Good,,
,The Green Way Primary School,21st Avenue,HU6 8HD,53.7790903,-0.3750627,GEOMETRIC_CENTER,10-Jul-09,90,A Excellent,,
,The Highway,Willerby Road,HU5 5LH,53.752498,-0.407399,GEOMETRIC_CENTER,18-Jan-10,70,C Acceptable,,
,The Hull Arena,Kingston Park,HU1 2DZ,53.7398408,-0.3340044,APPROXIMATE,26-Sep-09,85,B Good,,
,The Inglemire,589 Inglemire Lane,HU6 8SW,53.7762284,-0.3871939,RANGE_INTERPOLATED,30-Oct-09,80,B Good,,
,The Kingston,118 Cumberland Street,HU2 0PP,53.7555658,-0.3335482,RANGE_INTERPOLATED,23-Mar-09,90,A Excellent,,
,The Kingswood,Raich Carter Way,HU7 4HS,53.793276,-0.353826,GEOMETRIC_CENTER,18-Aug-09,90,A Excellent,,
,The Lambwath,Sutton Road,HU7 0AG,53.7777315,-0.3292427,GEOMETRIC_CENTER,21-Aug-08,80,B Good,,
,The Last Viceroy,328 Beverley Road,HU5 1BA,53.7715682,-0.354812,RANGE_INTERPOLATED,12-Aug-09,60,C Acceptable,,
,The Legard,Wivern Road,HU9 4HR,53.766608,-0.259799,GEOMETRIC_CENTER,04-Apr-08,85,B Good,,
,The Lemon Tree Nursery,Lothian Way,HU7 5DD,53.805278,-0.327296,GEOMETRIC_CENTER,08-Apr-05,85,B Good,,
,The Lord Nelson,163 Endike Lane,HU6 7UA,53.7786087,-0.3646467,RANGE_INTERPOLATED,06-Feb-08,80,B Good,,
,The Market Man,Market Hall,HU1 2JH,53.7398408,-0.3340044,APPROXIMATE,03-Mar-05,80,B Good,,
,The Mill,602 Holderness Road,HU9 3EU,53.7624215,-0.2979328,RANGE_INTERPOLATED,13-May-08,65,C Acceptable,,
,The Mint,32 Silver Street,HU1 1JG,53.742827,-0.3330043,RANGE_INTERPOLATED,12-Nov-07,70,C Acceptable,,
,The Mission,10-13 Posterngate,HU1 2JN,53.7422707,-0.3368902,RANGE_INTERPOLATED,27-Feb-09,95,A Excellent,,
,The National,19 National Avenue,HU5 4HP,53.761776,-0.3829762,RANGE_INTERPOLATED,23-Jun-09,60,C Acceptable,,
,The New Clarence,77 Charles Street,HU2 8DE,53.747539,-0.3395412,RANGE_INTERPOLATED,04-Aug-08,75,B Good,,
,The New Griffin,501 Anlaby Road,HU3 6EN,53.7437364,-0.3768015,RANGE_INTERPOLATED,09-Apr-08,75,B Good,,
,The New Rainbow Palace,60 Chanterlands Avenue,HU5 3TT,53.753897,-0.3735829,RANGE_INTERPOLATED,17-Sep-08,70,C Acceptable,,
,The Old Garden Store,180 Beverley Road,HU3 1UP,53.7564372,-0.3487323,RANGE_INTERPOLATED,05-Sep-08,80,B Good,,
,The Old Grey Mare Hotel,193 Cottingham Road,HU5 2EG,53.7691337,-0.3689069,RANGE_INTERPOLATED,07-Nov-09,85,B Good,,
,The Old Picture House,386 Beverley Road,HU5 1LN,53.7634203,-0.3512515,RANGE_INTERPOLATED,13-Jan-09,75,B Good,,
,The Old Zoological,Princes Avenue,HU5 3DL,53.7555795,-0.3590022,GEOMETRIC_CENTER,02-Sep-08,75,B Good,,
,The Omelette,11-12 Albion Street,HU1 3TD,53.7465687,-0.3420772,RANGE_INTERPOLATED,09-May-08,75,B Good,,
,The Oystercatcher,Gibraltar Road,HU7 3DB,53.7922815,-0.3521841,GEOMETRIC_CENTER,13-Aug-09,80,B Good,,
,The Parks Cafe,Preston Road,HU9 5AN,53.757178,-0.2725877,GEOMETRIC_CENTER,27-Jun-08,70,C Acceptable,,
,The Parks Children's Centre,Courtway Road,HU6 9TA,53.784034,-0.387474,GEOMETRIC_CENTER,25-Jan-10,70,C Acceptable,,
,The Parks Primary School,Courtway Road,HU6 9TA,53.784034,-0.387474,GEOMETRIC_CENTER,01-Jul-08,85,B Good,,
,The Phoenix Cafe,97 Preston Road,HU9 3QB,53.7586465,-0.2881353,RANGE_INTERPOLATED,22-Feb-10,85,B Good,,
,The Pilot,Greenwood Avenue,HU6 9NA,53.782092,-0.37014,GEOMETRIC_CENTER,05-Mar-09,70,C Acceptable,,
,The Pines Hotel,138 Spring Bank,HU3 1QN,53.7514752,-0.3626487,RANGE_INTERPOLATED,28-Oct-09,75,B Good,,
,The Plimsoll Ship Hotel,103 Witham,HU9 1AT,53.7480467,-0.3270726,RANGE_INTERPOLATED,05-Mar-04,75,B Good,,
,The Point,Ferensway,HU1 3QX,53.7420734,-0.3442805,GEOMETRIC_CENTER,13-Jul-09,55,D Poor,,
,The Pop In Cafe,King Edward Street,HU1 3SQ,53.7449706,-0.3407386,GEOMETRIC_CENTER,24-Jul-03,80,B Good,,
,The Priory Inn,121 Priory Road,HU5 5RY,53.7557814,-0.3978218,RANGE_INTERPOLATED,07-May-09,85,B Good,,
,The Purple Door,Dock Street,HU1 3DL,53.7453921,-0.3371412,GEOMETRIC_CENTER,06-Dec-05,85,B Good,,
,The Range,"Pearson Way, Clough Road",HU6 7QA,53.7878533,-0.3802746,APPROXIMATE,20-Feb-09,85,B Good,,
,The Recovery Room,West Park,HU3 6JU,53.742229,-0.408485,GEOMETRIC_CENTER,17-Sep-08,85,B Good,,
,The Reindeer Hotel,506 Southcoates Lane,HU9 3UH,53.7530341,-0.2959962,RANGE_INTERPOLATED,09-Nov-09,65,C Acceptable,,
,The Ringside,147 Beverley Road,HU3 1TS,53.7551349,-0.3484879,RANGE_INTERPOLATED,05-Feb-09,80,B Good,,
,The Robin,Bellfield Avenue,HU8 0PY,53.773083,-0.291246,GEOMETRIC_CENTER,18-Nov-09,75,B Good,,
,The Royal Charter,Saltshouse Road,HU8 9HD,53.7768613,-0.2847301,GEOMETRIC_CENTER,23-Oct-09,70,C Acceptable,,
,The Royal Hotel,170 Ferensway,HU1 3UA,53.7440607,-0.3447359,RANGE_INTERPOLATED,13-Jan-10,70,C Acceptable,,
,The Rumbling Tum,Henry Boot Way,HU4 7BD,53.7235438,-0.4122493,GEOMETRIC_CENTER,10-Oct-07,80,B Good,,
,The Sailmakers,St. Andrews Quay,HU3 4SA,53.7377064,-0.3683738,APPROXIMATE,10-Jul-09,90,A Excellent,,
,The Schooner,172 Anlaby Park Road South,HU4 7BU,53.7329859,-0.4117391,RANGE_INTERPOLATED,11-Apr-07,80,B Good,,
,The Ship Inn,Ann Watson Street,HU7 0BH,53.7691483,-0.3287637,GEOMETRIC_CENTER,14-Jan-05,75,B Good,,
,The Ship Inn,44-46 Church Street,HU7 4TA,53.7810188,-0.3054614,RANGE_INTERPOLATED,27-Feb-09,80,B Good,,
,The Snack Stop,241 Beverley Road,HU5 2UT,53.7602528,-0.34948,RANGE_INTERPOLATED,15-Jun-09,80,B Good,,
,The Sportsman,451 Hedon Road,HU9 1SQ,53.747671,-0.3003631,RANGE_INTERPOLATED,14-Jan-10,65,C Acceptable,,
,The Square Licensed Cafe Bar Ltd,48 Spring Bank,HU3 1AB,53.7505588,-0.3774668,RANGE_INTERPOLATED,21-Apr-08,80,B Good,,
,"The Square, University of Hull",Cottingham Road,HU6 7RX,53.768875,-0.3628085,GEOMETRIC_CENTER,25-Jun-09,75,B Good,,
,The Star & Garter,48 Portland Street,HU2 8JX,53.7470794,-0.3488943,RANGE_INTERPOLATED,16-Apr-09,60,C Acceptable,,
,The Stop Gap,812 Beverley Road,HU6 7HD,53.7796681,-0.3570875,RANGE_INTERPOLATED,10-Jul-09,70,C Acceptable,,
,The Sugar Mill,Dagger Lane,HU1 2LS,53.7416231,-0.3371989,GEOMETRIC_CENTER,11-Sep-07,75,B Good,,
,The Swallow,Minehead Road,HU7 4HA,53.7926376,-0.3273843,GEOMETRIC_CENTER,02-Apr-07,75,B Good,,
,The Tap & Spile,169 Spring Bank,HU3 1LP,53.7514752,-0.3626487,RANGE_INTERPOLATED,21-Feb-09,65,C Acceptable,,
,The Three Crowns,499 Anlaby Road,HU3 6DT,53.7437409,-0.376573,RANGE_INTERPOLATED,11-Jun-03,80,B Good,,
,The Three John Scotts,City Exchange,HU1 2BP,53.7398408,-0.3340044,APPROXIMATE,11-Nov-08,80,B Good,,
,The Timber Dock,Plimsoll Way,HU9 1PW,53.7419829,-0.3213115,GEOMETRIC_CENTER,17-Jan-09,50,D Poor,,
,The Trailing Ivy Catering Company,Stoneferry Road,HU7 0BA,53.7685666,-0.3275722,GEOMETRIC_CENTER,22-Jan-10,75,B Good,,
,The Trees Guest House,132 Sunny Bank,HU3 1LE,53.7503927,-0.3674076,GEOMETRIC_CENTER,26-Jun-03,85,B Good,,
,The Vault,53 Witham,HU9 1BL,53.748381,-0.3238466,RANGE_INTERPOLATED,08-Dec-05,85,B Good,,
,The Village Pantry,84a Church Street,HU7 4TD,53.7800416,-0.3023935,RANGE_INTERPOLATED,14-Oct-09,50,D Poor,,
,The Village Shoppe,5 7 Lowgate,HU7 4US,53.778307,-0.3027717,RANGE_INTERPOLATED,10-Feb-04,75,B Good,,
,The Water Margin,185 Askew Avenue,HU4 6NN,53.7370237,-0.3992237,RANGE_INTERPOLATED,28-Apr-09,55,D Poor,,
,The Whalebone,165 Wincolmlee,HU2 0PA,53.7498163,-0.3327781,RANGE_INTERPOLATED,03-Feb-05,80,B Good,,
,The Wheelhouse,920 Beverley Road,HU6 7DA,53.7836237,-0.3597757,RANGE_INTERPOLATED,31-Oct-09,75,B Good,,
,The Whistling Goose,112 Amsterdam Road,HU7 0XF,53.7758847,-0.3226833,GEOMETRIC_CENTER,17-Aug-09,85,B Good,,
,The Yorkshireman,Lombard Street,HU2 8QL,53.7461413,-0.3471436,GEOMETRIC_CENTER,29-Sep-08,70,C Acceptable,,
,The Zachariah Pearson,388-390 Beverley Road,HU5 1LN,53.7653816,-0.3525128,RANGE_INTERPOLATED,04-Jan-10,80,B Good,,
,Theatre Coffee House,Albion Street,HU1 3TD,53.7468019,-0.3400243,GEOMETRIC_CENTER,10-Oct-08,80,B Good,,
,Thomas Francis Chocolatier,9 Princes Avenue,HU5 3RX,53.7517033,-0.3610778,RANGE_INTERPOLATED,05-Feb-08,80,B Good,,
,Thomsand,Walton Street,HU3 6JR,53.7469216,-0.3743859,GEOMETRIC_CENTER,10-Mar-04,90,A Excellent,,
,Thoresby Kids Club,Thoresby Street,HU5 3RQ,53.7531187,-0.3642742,GEOMETRIC_CENTER,09-Mar-04,75,B Good,,
,Thoresby Primary School,Thoresby Street,HU5 3RG,53.7531187,-0.3642742,GEOMETRIC_CENTER,03-Jun-09,80,B Good,,
,Thorpepark Primary School,Laxthorpe,HU6 9EG,53.788318,-0.369929,GEOMETRIC_CENTER,21-Jul-08,95,A Excellent,,
,Thorpes Community Centre,Homethorpe,HU6 9ET,53.790196,-0.373788,GEOMETRIC_CENTER,29-Apr-08,75,B Good,,
,Tigers Lair,64 Anlaby Road,HU3 2JA,53.7430317,-0.3489041,RANGE_INTERPOLATED,26-Feb-09,80,B Good,,
,Tilbury Primary School,Tilbury Road,HU4 7EN,53.728439,-0.4166,GEOMETRIC_CENTER,20-May-08,80,B Good,,
,Tillymints,72-74 Clarence Street,HU9 1DJ,53.7465562,-0.3244677,GEOMETRIC_CENTER,30-Mar-09,70,C Acceptable,,
,Tillymints Nursery,143 New Bridge Road,HU9 2LP,53.7553567,-0.3069434,RANGE_INTERPOLATED,22-Dec-08,90,A Excellent,,
,Tillymints Out of School Club,Estcourt Primary School,HU9 2RP,53.7664721,-0.25834,APPROXIMATE,21-Jan-10,70,C Acceptable,,
,Tillymints Pre School Club,Laburnum Avenue,HU8 8PA,53.7616096,-0.3114784,GEOMETRIC_CENTER,13-Oct-09,85,B Good,,
,Toby's Fish and Chips,40 Carr Lane,HU1 3RF,53.7434003,-0.343025,RANGE_INTERPOLATED,19-May-09,70,C Acceptable,,
,Toni's Deli,North Point Shopping Centre,HU7 4ED,53.78635,-0.32062,APPROXIMATE,19-Jan-08,90,A Excellent,,
,Toni's Deli,Nothpoint Indoor Market,HU7 4EE,53.7717431,-0.3223865,APPROXIMATE,15-Jan-10,90,A Excellent,,
,Tony Downs Fish and Chips,979 Spring Bank West,HU5 5HD,53.7499051,-0.3964635,RANGE_INTERPOLATED,13-Oct-09,90,A Excellent,,
,Top Deck Cafe,142 English Street,HU3 2BT,53.7370183,-0.3478219,GEOMETRIC_CENTER,05-Jan-10,55,D Poor,,
,Top Fried Chicken,298 Holderness Road,HU8 9AN,53.7638303,-0.2948846,RANGE_INTERPOLATED,24-Sep-08,65,C Acceptable,,
,Top Gnosh,450 Southcoates Lane,HU9 3UA,53.754941,-0.2946471,RANGE_INTERPOLATED,01-Nov-08,75,B Good,,
,Top Taste,62 Greenwich Avenue,HU9 4UY,53.7713821,-0.2649975,RANGE_INTERPOLATED,23-Feb-10,25,E Very Poor,,
,Townend Court Residential Home,298 Cottingham Road,HU6 8QG,53.7700484,-0.3823442,RANGE_INTERPOLATED,03-Jan-08,95,A Excellent,,
,Trades & Labour Club,37 Beverley Road,HU3 1XH,53.7505659,-0.3475714,RANGE_INTERPOLATED,05-Feb-09,80,B Good,,
,Tradewell Snooker & American Pool Club,44 Southcoates Lane,HU9 3AE,53.7573775,-0.3043562,RANGE_INTERPOLATED,25-Sep-06,75,B Good,,
,Tranby Club,1036 Anlaby Road,HU4 7RA,53.7442844,-0.4089073,RANGE_INTERPOLATED,14-Dec-06,85,B Good,,
,Tranfield Canteen,Liverpool Street,HU3 4HW,53.7320118,-0.3751662,GEOMETRIC_CENTER,19-Nov-07,75,B Good,,
,Trinity,11-15 Trinity House Lane,HU1 2JA,53.7398408,-0.3340044,APPROXIMATE,14-Nov-07,95,A Excellent,,
,Trinity House School,Princes Dock Street,HU1 2JX,53.7422345,-0.3379174,GEOMETRIC_CENTER,07-Jan-09,90,A Excellent,,
,Trio Fast Food,47 Anlaby Road,HU3 2LL,53.7430964,-0.3469624,RANGE_INTERPOLATED,13-Jul-09,65,C Acceptable,,
,Turkish Kitchen,4 Spring Street,HU2 8RB,53.7484345,-0.3480078,RANGE_INTERPOLATED,27-Jul-09,70,C Acceptable,,
,Turnbulls,222 Willerby Road,HU5 5JW,53.75274,-0.4093793,RANGE_INTERPOLATED,19-Sep-08,75,B Good,,
,Tweendykes Special School,Tweendykes Road,HU7 4XJ,53.77865,-0.31209,APPROXIMATE,19-Jan-10,85,B Good,,
,Uncle Sams,33 Arthur Street,HU3 6BH,53.7418927,-0.3734264,RANGE_INTERPOLATED,30-Jul-09,75,B Good,,
,United Co-op,Princes Avenue,HU5 3QA,53.7555795,-0.3590022,GEOMETRIC_CENTER,26-Jun-09,85,B Good,,
,University Of Hull,Cottingham Road,HU6 7RX,53.768875,-0.3628085,GEOMETRIC_CENTER,25-Jun-09,75,B Good,,
,University Of Lincoln,George Street,HU1 3BD,53.7467579,-0.3347898,GEOMETRIC_CENTER,27-May-04,95,A Excellent,,
,Upper Crust,795 Hessle Road,HU4 6QE,53.7271174,-0.4103203,RANGE_INTERPOLATED,29-Sep-06,65,C Acceptable,,
,USA,33 George Street,HU1 3AJ,53.7460723,-0.3368842,RANGE_INTERPOLATED,31-Jul-09,60,C Acceptable,,
,Vale Guest House,5-6 Coltman Street,HU3 2SG,53.7395289,-0.3606829,RANGE_INTERPOLATED,27-Sep-08,70,C Acceptable,,
,Valencia Bay,187B Preston Road,HU9 5UY,53.7577127,-0.2782127,RANGE_INTERPOLATED,29-Sep-09,55,D Poor,,
